ext_id,ext_label,non_responsiveness,vagueness,deflection,hedging,evasion_score,primary_evasion_type,rationale,judge_model
240,Clear Non-Reply,2,3,4,3,50.0,deflection,"The response briefly declines to comment on the Fed's decision, then pivots extensively to fiscal policy and tax cuts rather than addressing whether the rate cut was sufficient or what additional financial steps might be taken.",claude-sonnet-4-6
239,Clear Reply,2,4,2,3,43.75,vague,"The response acknowledges the commitment to help Iraq exit Chapter 7 but provides no concrete steps, timelines, or specific mechanisms, relying instead on general assurances about working 'diligently' and 'constructively' with the UN and neighbors.",claude-sonnet-4-6
241,Ambivalent,4,3,4,2,56.25,deflection,"The question asked broadly whether the President would rethink his use of Presidential authority given the Court's overreach ruling, but the response pivots to defending the Guantanamo decision specifically, reframing the Court's ruling as an endorsement, and launching into background on enemy combatants rather than addressing the broader question of executive overreach.",claude-sonnet-4-6
242,Clear Reply,1,3,2,1,18.75,vague,"The response directly and emphatically confirms the pursuit is ongoing, but pivots to broader strategic talking points about spreading liberty and staying on offense rather than providing concrete operational specifics.",claude-sonnet-4-6
243,Ambivalent,3,4,3,4,62.5,hedging,"The response explicitly refuses to share specifics ('I'm not going to tell you the particulars'), uses vague language about 'common agreement' and 'working on language' without committing to concrete steps or answering whether Russia would vote for sanctions.",claude-sonnet-4-6
246,Ambivalent,3,4,4,2,56.25,deflection,"Rather than addressing the specific accusations of giving Israel a pass or breaking truce commitments, the response pivots to reframing the origin of the conflict, avoiding direct engagement with the questions asked.",claude-sonnet-4-6
247,Clear Reply,1,1,1,1,0.0,none,"The response directly and unambiguously answers the yes/no question with no evasion, deflection, or hedging whatsoever.",claude-sonnet-4-6
244,Ambivalent,2,4,2,3,43.75,vague,"The response addresses both questions but avoids directly answering whether the Prime Minister 'led the way' or went 'too far and too fast,' instead offering generic platitudes about shared values and different country circumstances without taking a clear position on the specific comparative judgment asked.",claude-sonnet-4-6
245,Ambivalent,1,2,2,1,12.5,none,"The response directly addresses both suggested reasons (history of U.S. troops in Lebanon and credibility concerns) and provides a concrete explanation of what role U.S. forces would play, though it uses the Darfur analogy as a slight pivot.",claude-sonnet-4-6
248,Ambivalent,4,3,4,2,56.25,deflection,"Rather than directly answering whether other countries interpreting Geneva Conventions as they see fit would be acceptable, the response pivots to aspirational language about hoped-for standards and a legislative ultimatum about a separate program.",claude-sonnet-4-6
249,Clear Reply,2,3,3,2,37.5,deflection,"While the speaker nominally affirms the 30,000 figure, the response immediately pivots to attacking an alternative figure (600,000) without providing any sourcing, methodology, or justification for the 30,000 claim, deflecting from the implicit question of how that number was derived.",claude-sonnet-4-6
251,Ambivalent,3,4,3,4,62.5,hedging,"The response explicitly refuses to share specifics ('I'm not going to tell you the particulars'), avoids directly answering whether Russia would vote for sanctions, and substitutes general diplomatic platitudes and historical context for concrete commitments.",claude-sonnet-4-6
250,Clear Reply,2,3,3,2,37.5,deflection,"The response partially addresses the question but pivots away from the specific 'I don't know' quote by citing Gates's prior statements, dismisses the column without engaging its substance, and redirects to general praise of Gates rather than directly addressing the apparent daylight between their positions.",claude-sonnet-4-6
254,Ambivalent,5,5,5,1,75.0,deflection,"The response completely ignores both substantive questions about Beirut Airport and Iran, deflecting with an entirely unrelated and flippant remark.",claude-sonnet-4-6
252,Clear Reply,2,4,2,2,37.5,vague,"The response nominally addresses the question by mentioning international pressure but offers no concrete mechanism, timeline, or specific leverage point that would constitute a real answer to what the 'hook' or 'pressure point' actually is.",claude-sonnet-4-6
253,Ambivalent,4,4,4,2,62.5,deflection,"The response never directly answers whether Hamas and Al Qaeda are comparable, instead pivoting to broader Middle East peace process talking points, Northern Ireland analogies, and condolences for tornado victims.",claude-sonnet-4-6
255,Clear Reply,2,3,3,2,37.5,deflection,"While the response partially addresses the question about stopping violence, it deflects significantly into broader geopolitical narratives about democracy and two-state solutions rather than directly addressing the specific question about divisions among allies over Israel's use of excessive force.",claude-sonnet-4-6
256,Ambivalent,2,3,3,2,37.5,deflection,"The President pivots extensively to a multi-track framework narrative and philosophical justifications rather than directly addressing disappointment or pressure, while the Prime Minister addresses settlements but deflects by reframing Jerusalem and population centers as categorically different without offering new concrete assurances.",claude-sonnet-4-6
258,Clear Non-Reply,2,3,2,4,43.75,hedging,"The response explicitly declines to substantively answer by repeatedly citing lack of briefing, while offering only procedural commitments (comply with the Court, work with Congress) rather than addressing the characterization of the ruling as a judicial repudiation of administration policy.",claude-sonnet-4-6
257,Clear Reply,1,2,2,1,12.5,none,"The response directly contrasts Republican versus Democratic economic approaches with specific claims about tax policy, unemployment rates, and deficit reduction, largely answering the question as asked.",claude-sonnet-4-6
261,Ambivalent,2,2,3,1,25.0,deflection,"The response briefly addresses the specific concern about military contracts and technology transfer laws, but then pivots extensively to a broader free trade and anti-protectionism narrative that goes well beyond what was asked.",claude-sonnet-4-6
260,Clear Reply,1,3,1,3,25.0,hedging,"The respondent directly confirms they voted but explicitly declines to reveal their vote choice, which is a partial hedge on the full question.",claude-sonnet-4-6
262,Ambivalent,2,2,2,2,25.0,deflection,"The response addresses the policy substance but sidesteps the direct personal accountability question ('do you feel like you have been an effective leader') by pivoting to legislative blame and economic statistics, never directly answering whether he considers himself effective or acknowledging a stalemate.",claude-sonnet-4-6
259,Clear Reply,2,3,3,2,37.5,deflection,"The response partially addresses the goalpost question by acknowledging troop increases and attributing them to rising Baghdad violence, but pivots extensively to confidence in generals, political courage framing, and strategic philosophy rather than directly reconciling the stand up/stand down metric with the reality that 294,000 trained troops have not triggered withdrawals.",claude-sonnet-4-6
265,Clear Non-Reply,4,3,1,5,56.25,hedging,"The respondent explicitly declines to address the question by invoking the standard refusal to discuss ongoing intelligence matters, without providing any substantive information.",claude-sonnet-4-6
264,Clear Non-Reply,3,4,2,4,56.25,hedging,"The response explicitly avoids committing to closing Guantanamo or providing a timeline, citing lack of time to review the ruling, while offering only vague assurances about safety and compliance with the Court rather than answering the specific questions asked.",claude-sonnet-4-6
263,Clear Non-Reply,3,4,2,4,56.25,hedging,"The response explicitly acknowledges it cannot answer the trajectory question and avoids giving any probability or capability specifics about the missile defense system, while pivoting to a general justification for having such a system.",claude-sonnet-4-6
266,Ambivalent,4,4,4,4,75.0,deflection,"The response never directly answers whether the current policy is more successful than past administrations given the nuclear test, and completely ignores the specific question about redlines, instead pivoting to a lengthy defense of multilateral diplomacy and coalition-building.",claude-sonnet-4-6
267,Clear Reply,4,4,5,2,68.75,deflection,"The response briefly acknowledges the no-fly zone as an option but immediately pivots to lengthy tangents about Libya, Mexico's legal restrictions on foreign agents, and even football, never substantively addressing the no-fly zone question.",claude-sonnet-4-6
268,Clear Reply,3,4,3,4,62.5,vague,"The response never directly explains why this plan will succeed where others failed, offers no concrete metrics or timelines for withdrawal, and deflects to general statements about flexibility and commander recommendations rather than addressing the specific conditions-on-the-ground question.",claude-sonnet-4-6
270,Ambivalent,2,3,3,1,31.25,deflection,"While the response touches on U.S.-UN relations, it pivots heavily to Darfur and UN management issues rather than directly addressing Kofi Annan's specific criticisms of U.S. policies in Afghanistan, which was the core of the question.",claude-sonnet-4-6
269,Ambivalent,2,4,3,3,50.0,vague,"The response touches on the missile and abduction issues but avoids specifics about UN Security Council referral, concrete cooperative measures, or abduction-issue cooperation, instead pivoting to broad themes about missile defense, isolation, and humanitarian contributions.",claude-sonnet-4-6
273,Ambivalent,5,4,5,1,68.75,deflection,"The response almost entirely ignores the direct question about accountability regarding the Libby commutation and Iraqi leaders' performance, instead pivoting to a lengthy justification of the Iraq war's strategic importance and ideological framing.",claude-sonnet-4-6
271,Ambivalent,3,4,4,3,62.5,deflection,"The response briefly acknowledges uncertainty about Kim Jong Il's intentions but quickly pivots to lengthy discussions of proliferation, September 11th, Africa, HIV/AIDS, and Iran rather than directly addressing whether Kim Jong Il might be seeking incentives similar to those offered to Iran.",claude-sonnet-4-6
274,Ambivalent,4,4,3,4,68.75,non_responsive,"The response never directly answers whether the U.S. needs Pakistan's permission to strike inside Pakistan, instead pivoting to expressions of personal trust in the Pakistani president and vague assurances of collaboration.",claude-sonnet-4-6
272,Ambivalent,3,3,4,2,50.0,deflection,"Rather than directly addressing whether the poll data concerns him about emboldening opposition voters, the response pivots to a governing-versus-campaigning framing and shifts to discussing specific policy provisions, avoiding a direct answer to the political vulnerability question.",claude-sonnet-4-6
275,Ambivalent,3,3,3,2,43.75,deflection,"Rather than directly addressing whether the abstinence provision should be dropped, the response pivots to defending PEPFAR broadly, urging Congress to act, and avoiding a direct yes/no on the specific policy flexibility question asked.",claude-sonnet-4-6
277,Clear Non-Reply,3,3,3,4,56.25,hedging,"The President explicitly defers answering the core question about passing the war to the next President by redirecting to General Petraeus's upcoming September report, while the Prime Minister sidesteps the 'biggest mistakes' framing entirely by pivoting to progress narratives about security force buildups and provincial handovers.",claude-sonnet-4-6
281,Ambivalent,1,1,1,1,0.0,none,"The response directly confirms the analyst's question with no evasion, though the inaudible portion prevents full assessment.",claude-sonnet-4-6
278,Ambivalent,2,3,3,1,31.25,deflection,"The response partially addresses the question about working with Pelosi but pivots away from the specific insults cited to broader platitudes about bipartisanship and a specific policy example (No Child Left Behind), avoiding direct engagement with the characterizations of incompetence and danger.",claude-sonnet-4-6
282,Clear Reply,1,2,1,1,6.25,none,"The response directly confirms the topic came up and briefly characterizes the position taken, though it is somewhat vague about specifics of what was discussed.",claude-sonnet-4-6
280,Ambivalent,2,2,3,3,37.5,deflection,"The response partially addresses Bernanke's performance but explicitly refuses to answer whether he should be reappointed, then pivots extensively to regulatory reform talking points unrelated to the question about Bernanke's future.",claude-sonnet-4-6
279,Ambivalent,2,3,2,2,31.25,vague,"The response addresses both questions but avoids directly answering whether Karzai convinced Bush about Iran's helpful role, instead pivoting to broad criticisms of Iran's government and nuclear ambitions rather than engaging with Karzai's specific claim.",claude-sonnet-4-6
276,Ambivalent,3,3,2,4,50.0,hedging,"The response explicitly refuses to answer the troop increase question as 'hypothetical,' defers the Sistani outreach question with vague generalities, and declines to commit to any specific strategy while framing everything as still under consideration.",claude-sonnet-4-6
283,Ambivalent,2,4,2,2,37.5,vague,"The response addresses the general topic of security in Baghdad but avoids specifying any concrete, verifiable changes to security status or plans, relying instead on broad platitudes about accountability and confidence in the Iraqi Army.",claude-sonnet-4-6
285,Clear Non-Reply,4,5,3,4,75.0,non_responsive,"The response answers the question with a clarifying question rather than addressing whether Fitzgerald will be reappointed, providing no substantive information on the actual query.",claude-sonnet-4-6
287,Ambivalent,2,3,2,3,37.5,hedging,"The response addresses the report's findings but avoids directly answering whether the military option remains on the table, instead offering the generic diplomatic phrase 'all options are on the table' without committing to a clear position on either question asked.",claude-sonnet-4-6
288,Clear Non-Reply,3,3,3,2,43.75,deflection,"Rather than directly addressing whether the abstinence provision should be dropped, the response pivots to defending PEPFAR broadly, urging Congress to act, and avoiding a direct yes/no answer on the specific policy flexibility question.",claude-sonnet-4-6
289,Ambivalent,1,2,2,1,12.5,none,The response directly addresses both parts of the question — confirming the boycott rationale and explicitly naming the Zionism/Israel-related language from the 2001 Durban conference as the primary reason — with specific historical references and a clear policy explanation.,claude-sonnet-4-6
284,Ambivalent,2,3,2,2,31.25,vague,"The response addresses both questions but avoids directly answering whether Karzai convinced Bush about Iran's helpful role, instead pivoting to broad criticisms of Iran's government and nuclear ambitions without giving a concrete yes/no on Karzai's persuasiveness.",claude-sonnet-4-6
290,Clear Reply,3,4,3,2,50.0,vague,"The response acknowledges the question as fair but never concretely explains what is different about current warnings or why they will be more effective, instead offering generic talking points about diplomatic coalition-building and clarity of purpose without any specific new mechanisms or consequences.",claude-sonnet-4-6
286,Ambivalent,3,4,2,4,56.25,hedging,"The response defers specifics on force composition, leadership, and participation to a future Monday meeting, and completely ignores the questions about Hezbollah preconditions and an immediate cease-fire.",claude-sonnet-4-6
291,Clear Reply,2,3,3,1,31.25,deflection,"Rather than directly squaring the logical tension the analyst raised (that the consequences of withdrawal were created by the invasion itself), the response pivots to counterfactual justifications for the original decision and a rebuttal of the 'hornet's nest' theory, sidestepping the core circular logic embedded in the question.",claude-sonnet-4-6
292,Clear Reply,2,3,2,2,31.25,vague,"The response addresses both questions but relies on general assurances and aspirational language ('God willing,' 'everything by law') rather than concrete security plan specifics, and the contradiction question is dismissed without substantive engagement.",claude-sonnet-4-6
294,Ambivalent,2,3,2,3,37.5,hedging,The response partially addresses both questions but avoids directly answering whether Iran is still trying to build a bomb and explicitly refuses to take the military option off the table by retreating to the generic 'all options are on the table' formulation.,claude-sonnet-4-6
293,Clear Reply,2,2,2,1,18.75,deflection,"The response acknowledges the movement and validates its frustrations but pivots heavily to defending Dodd-Frank, attacking Republican opposition, and promoting a specific nominee rather than directly addressing whether the administration is 'part of the problem' as the question posed.",claude-sonnet-4-6
297,Ambivalent,5,5,5,1,75.0,deflection,"The response completely ignores both substantive questions about Beirut Airport and Iran, deflecting with an irrelevant joke about a pig.",claude-sonnet-4-6
298,Clear Reply,1,2,1,2,12.5,none,"The response directly addresses the question by stating a clear position on Ahmadinejad's proposed visit to Ground Zero, deferring to local police judgment while expressing personal understanding of the objection.",claude-sonnet-4-6
296,Ambivalent,2,3,3,2,37.5,deflection,"While the response broadly addresses interfaith harmony, it pivots away from the specific question about whether the President would take a leading role with Musharraf and sidesteps accountability for his own 'Islamic fascists' comment by redirecting to general talking points about extremism, Palestinian-Israeli peace, and U.S. aid to Pakistan.",claude-sonnet-4-6
299,Clear Reply,1,2,2,1,12.5,none,"The response directly answers both parts of the question: implicitly confirming he has not spoken directly with Olmert and Siniora, and providing a clear reason why (Condoleezza Rice is handling those conversations).",claude-sonnet-4-6
295,Ambivalent,4,3,4,2,56.25,non_responsive,"The analyst asked two specific questions—whether a different legal standard is being set beyond NPT obligations and whether this complicates UN sanctions pressure—but the response never directly addresses either, instead pivoting to Iran's history of concealment and a diplomatic narrative about Ahmadinejad's election.",claude-sonnet-4-6
300,Clear Non-Reply,2,1,1,1,6.25,non_responsive,"The response appears to be a clarifying question seeking to confirm the topic, which is minimally non-responsive but not clearly evasive — it may reflect genuine confusion about whether the question concerns Iran or Iraq.",claude-sonnet-4-6
303,Ambivalent,2,3,4,1,37.5,deflection,"While the response briefly acknowledges Iraq as an issue, it quickly pivots to extensive talking points about the economy, tax cuts, and broader national security themes rather than directly addressing why Iraq is or isn't the biggest drag on the Republican Party.",claude-sonnet-4-6
304,Ambivalent,3,4,4,2,56.25,deflection,"Rather than directly addressing public frustration with repeated, seemingly ineffective resolutions, the response pivots to broad ideological framing about Islamo-fascism, the origins of the conflict, and general commitments to liberty, without explaining concretely why this resolution would succeed where 1559 failed.",claude-sonnet-4-6
301,Ambivalent,3,3,4,2,50.0,deflection,"The response pivots away from the specific question about Democratic leadership's effectiveness and the President's relations with them, instead reframing the dynamic as cooperative and shared-credit, then redirecting to future legislative priorities like taxes and No Child Left Behind rather than directly assessing the Democratic leadership's performance or the nature of the adversarial relationship the analyst described.",claude-sonnet-4-6
302,Ambivalent,3,4,3,4,62.5,vague,"The response never directly addresses why this plan will succeed where previous ones failed, nor does it give any concrete answer on withdrawal timelines, instead offering generic talking points about unity government, flexibility, and commander recommendations without specifics.",claude-sonnet-4-6
306,Ambivalent,2,3,3,2,37.5,deflection,"While the response partially addresses the question by noting initial concerns about Congressional appropriations, it pivots to describing administrative successes and process details rather than directly naming specific disappointments, and ends by redirecting to another reporter.",claude-sonnet-4-6
305,Clear Reply,3,4,3,4,62.5,hedging,"The response explicitly refuses to share specifics ('I'm not going to tell you the particulars'), avoids directly answering whether Russia would vote for sanctions, and substitutes general statements about shared objectives and diplomatic process for the concrete commitments the analyst asked about.",claude-sonnet-4-6
307,Clear Reply,2,5,1,2,37.5,vague,"The response technically addresses the question's framing but offers no concrete evidence, achievements, or specifics to substantiate why the policy should not be considered a failure, relying entirely on a generic platitude.",claude-sonnet-4-6
